-10.0 : null
-9.5 : null
-9.0 : null
-8.5 : null
-8.0 : null
-7.5 : null
-7.0 : null
-6.5 : null
-6.0 : null
-5.5 : null
-5.0 : null
-4.5 : null
-4.0 : null
-3.5 : null
-3.0 : null
-2.5 : null
-2.0 : null
-1.5 : null
-1.0 : null
-0.5 : null
0.0 : null
0.5 : -0.6931471824645996
1.0 : 0.0
1.5 : 0.40546512603759766
2.0 : 0.6931471824645996
2.5 : 0.9162907004356384
3.0 : 1.0986123085021973
3.5 : 1.2527629137039185
4.0 : 1.3862943649291992
4.5 : 1.504077434539795
5.0 : 1.6094379425048828
5.5 : 1.7047481536865234
6.0 : 1.7917594909667969
6.5 : 1.8718022108078003
7.0 : 1.945910096168518
7.5 : 2.0149030685424805
8.0 : 2.079441547393799
8.5 : 2.140066146850586
9.0 : 2.1972246170043945
9.5 : 2.2512917518615723
10.0 : 2.3025851249694824
